ID,Lat,Lon,Sequence,Distance
0902,42.632592,-83.29197,1,0.0
0902,42.6323909,-83.291824,2,25.35122457437965
0902,42.6323965,-83.2913541,3,63.797703606419844
0902,42.6324179,-83.2904029,4,141.64954129989977
0902,42.6324243,-83.2901647,5,161.14911606073875
0902,42.6324452,-83.2893831,6,225.132187845202
0902,42.632464,-83.2886839,7,282.370259463504
0902,42.6326959,-83.2886882,8,308.1587622645859
0902,42.6329245,-83.2886925,9,333.5803564218385
0902,42.6332717,-83.2886679,10,372.2396504006494
0902,42.633502,-83.2886409,11,397.9429216595141
0902,42.6337166,-83.2885946,12,422.10408281413646
0902,42.6342083,-83.2885364,13,476.9855357437441
0902,42.6343498,-83.2885202,14,492.77533033442336
0902,42.6345658,-83.2884996,15,516.8524806576743
0902,42.636039,-83.2883588,16,681.0692739975776
0902,42.6363472,-83.2883571,17,715.3398325425264
0902,42.6364951,-83.2883622,18,731.790852969717
0902,42.6367497,-83.288393,19,760.2129735330498
0902,42.6373708,-83.2884902,20,829.7323340154996
0902,42.6380208,-83.2885996,21,902.5609430115829
0902,42.6383636,-83.2886305,22,940.7622766772441
0902,42.6389973,-83.2886584,23,1011.2634501614904
0902,42.6395026,-83.2886798,24,1067.477508145566
0902,42.6397505,-83.288718,25,1095.219266807592
0902,42.6399116,-83.2887535,26,1113.3666022721504
0902,42.6400791,-83.2888001,27,1132.3778051138631
0902,42.6402907,-83.2888979,28,1157.2294302516414
0902,42.6404313,-83.2889842,29,1174.3832362910073
0902,42.6405779,-83.2890741,30,1192.2662755465058
0902,42.6405184,-83.2891726,31,1202.6916310817674
0902,42.6404406,-83.2893881,32,1222.327307034229
0902,42.6403484,-83.2896437,33,1245.6130254828497
0902,42.6402328,-83.2900308,34,1279.7864246487188
0902,42.6399988,-83.2906365,35,1335.7480610610064
0902,42.6399189,-83.2907957,36,1351.512312786605
0902,42.6397977,-83.2907138,37,1366.5623865469224
0902,42.6392117,-83.2905233,38,1433.5599398436502
0902,42.6391777,-83.2907401,39,1451.69242013962
0902,42.6390778,-83.2912925,40,1498.2235035886574
0902,42.6389648,-83.291874,41,1547.4212128838628
0902,42.6389448,-83.2919789,42,1556.285440067531
0902,42.6389228,-83.2920938,43,1565.9972986292416
0902,42.6388284,-83.2926535,44,1612.968201870686
0902,42.6386912,-83.2933154,45,1669.219473145304
0902,42.6386732,-83.2934074,46,1677.0066357712474
0902,42.6386543,-83.2935039,47,1685.17525392794
0902,42.6385598,-83.2940098,48,1727.870896127917
0902,42.6384777,-83.2944494,49,1764.9707491027605
0902,42.6384658,-83.2945131,50,1770.3467785344874
0902,42.6384317,-83.2947015,51,1786.2174568932332
0902,42.6383675,-83.2950765,52,1817.7120957712293
0902,42.6383487,-83.2951837,53,1826.7267743235798
0902,42.6383163,-83.2953833,54,1843.446789485198
0902,42.6382284,-83.2959281,55,1889.0706573378172
0902,42.638028,-83.2969913,56,1978.8499477431312
0902,42.6379853,-83.2971691,57,1994.149440071093
0902,42.6379323,-83.2973895,58,2013.117020739165
0902,42.6377508,-83.2981764,59,2080.5755698770035
0902,42.6377202,-83.2983144,60,2092.3657149145124
0902,42.6376968,-83.2984404,61,2102.9959628141805
0902,42.6376141,-83.2989505,62,2145.7238268289743
0902,42.6375713,-83.2992147,63,2167.853417919023
0902,42.6375024,-83.2996648,64,2205.4606691110566
0902,42.6374869,-83.2997657,65,2213.8924197123233
0902,42.6374426,-83.3000605,66,2238.505329690714
0902,42.637419,-83.3002332,67,2252.8740401941727
0902,42.637296,-83.3009438,68,2312.5893128972007
0902,42.6371056,-83.3018972,69,2393.4013451593287
0902,42.6370634,-83.3020858,70,2409.5269428125353
0902,42.6369493,-83.3026273,71,2455.603697970914
0902,42.6369036,-83.3028713,72,2476.2000405033564
0902,42.6367509,-83.3036248,73,2540.133671605285
0902,42.636697,-83.303923,74,2565.2525252100745
0902,42.6366886,-83.3039677,75,2569.026487824263
0902,42.636583,-83.304529,76,2616.4196807891935
0902,42.6365374,-83.3047723,77,2636.9579026279175
0902,42.6365029,-83.3049565,78,2652.5065551006483
0902,42.636455,-83.305212,79,2674.0750380150084
0902,42.6364298,-83.3053473,80,2685.492103412882
0902,42.636168,-83.30675,81,2803.871705533422
0902,42.635974,-83.307774,82,2890.370883681545
0902,42.6359464,-83.3079181,83,2902.551654658494
0902,42.6358927,-83.3081987,84,2926.2695413693414
0902,42.635797,-83.308698,85,2968.4773211704005
0902,42.6357963,-83.3087024,86,2968.845575328225
0902,42.6357671,-83.308899,87,2985.252576008834
0902,42.6357419,-83.309089,88,3001.0457693102303
0902,42.635732,-83.309164,89,3007.2789938968667
0902,42.635718,-83.30938,90,3025.016953565645
0902,42.6357103,-83.3096227,91,3044.8890754318654
0902,42.6357068,-83.3097337,92,3053.9775824363405
0902,42.6357034,-83.3098406,93,3062.730528334594
0902,42.635698,-83.310012,94,3076.764473533496
0902,42.635693,-83.310185,95,3090.9273707844986
0902,42.6356898,-83.3103161,96,3101.657692644655
0902,42.6356709,-83.3110926,97,3165.2127696194593
0902,42.6356618,-83.311494,98,3198.0642390885446
0902,42.6356576,-83.311689,99,3214.022737549126
0902,42.635656,-83.3117609,100,3219.9070926204126
0902,42.635623,-83.312777,101,3303.1085125424042
0902,42.6356062,-83.3133958,102,3353.7629524522085
0902,42.635599,-83.3136332,103,3373.199593570143
0902,42.635594,-83.3138266,104,3389.0301536592324
0902,42.6355932,-83.3138594,105,3391.714782299005
0902,42.6355869,-83.3141074,106,3412.0141399341123
0902,42.6355783,-83.3143688,107,3433.418947645804
0902,42.6355756,-83.3144491,108,3439.994626887512
0902,42.6355711,-83.3145847,109,3451.098463717498
0902,42.6355637,-83.3148106,110,3469.596190194049
0902,42.6355446,-83.315389,111,3516.959000072921
0902,42.6354968,-83.3164825,112,3606.568989312792
0902,42.635488,-83.316685,113,3623.163098298796
0902,42.6354775,-83.3170241,114,3650.927270749711
0902,42.635447,-83.318004,115,3731.158390822987
0902,42.6354125,-83.3190678,116,3818.2656868301547
0902,42.635407,-83.319238,117,3832.2021070985165
0902,42.6353991,-83.3195559,118,3858.222348168176
0902,42.635392,-83.319844,119,3881.803228004056
0902,42.6353825,-83.3201425,120,3906.2444889324424
0902,42.6353657,-83.3206741,121,3949.7714822931434
0902,42.635358,-83.320916,122,3969.5783343853623
0902,42.6353518,-83.321112,123,3985.626694472662
0902,42.635344,-83.321357,124,4005.6873864400372
0902,42.6353351,-83.3216482,125,4029.5292076450824
0902,42.6353303,-83.3218039,126,4042.2772424496384
0902,42.63532,-83.322139,127,4069.7136252770083
0902,42.6353081,-83.3225482,128,4103.213906382474
0902,42.635294,-83.323034,129,4142.985143855759
0902,42.6352881,-83.3231749,130,4154.529967051045
0902,42.635277,-83.323438,131,4176.08793443243
0902,42.6352737,-83.3235181,132,4182.650693895153
0902,42.6352641,-83.3237466,133,4201.373344390175
0902,42.6352497,-83.3240911,134,4229.600250720364
0902,42.63523,-83.324564,135,4268.347310590002
0902,42.6352272,-83.3246549,136,4275.789806565871
